Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score
Água Fria de Goiás,aguafriadegoias,357559130951551,MEDIA_NEWS_COMPANY,BR,SOMOS UMA PÁGINA QUE TEMOS COMO OBJETIVOS MOSTRAR AS PRINCIPAIS INFORMAÇÕES DA REGIÃO,2012-03-13 23:04:41,15819,21854,2023-04-10 17:50:58 BRT,2023-04-10,17:50:58,Photo,31,13,12,2,0,1,0,3,0,0,,-,0,0,0,N/A,https://www.facebook.com/357559130951551/posts/9327747913932583,"➡️Boatos circula na internet sobre supostos Mass@crês a escolas no dia 20 de Abril, mais por que dia 20 de abril. Então, Era 20 de abril de 1999, na cidade de Littleton, no estado de Colorado, nos Estados Unidos. Dois estudantes invadiram a Columbine High School e começaram aquele que foi um dos primeiros massacres em escola a chocar o mundo. •Então a data seria escolhida como uma forma de reviver nas escola aquilo que foi um dos 1º massacres em escola do mundo!",https://www.facebook.com/aguafriadegoias/photos/a.894954047212054/9327747367265971/?type=3,,16:24 53% Publicações ENTÃO ANOTAR ESSE NÚMERO... mais novembr 2022 Vert tradução sobradinho2dadepressao Vertradução AMANHÃ os ALUNOS DO CENTRO DE ENSINO FUNDAMENTAL 01 DO PARANOA TERA UMA SURPRESA Ameaça de massacre em escola do Paranoá deixa pais alunos em pânico e mobiliza PMDF em ação contra atentados Iam SOBRADINHO DADEPRESSAO Curtido por xandy_61 outras 268 pessoas sobradinhoZdadepressao Uma ameaça de massacre em uma escola Paranoá mobilizou as orças de segurança do...mais mais,,,,,,31,-1.81
kaiu aqui virou notícias de Miguel Pereira !!!  📡🌖🛰📢📣,,233833257834240,none,,,,11217,N/A,2023-03-24 18:44:36 BRT,2023-03-24,18:44:36,Photo,31,10,7,6,0,0,0,8,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/233833257834240/permalink/939770480573844,"A INTERNET ESTÁ VIRANDO A CABEÇA DOS JOVENS, FAZENDO ELES VIRAREM TERRORISTAS QUE ATACAM COLÉGIOS E PROMOVEM MASSACRES ENTRE ALUNOS. PAIS VAMOS PRESTAR ATENÇÃO NOS SEUS FILHOS",https://www.facebook.com/oficialbangupresente/photos/a.103201085445833/230197762746164/?type=3,,,Bangu Presente,"Polícia Civil apreende adolescente que planejava ataque à escola do Centro do Rio

Segundo as investigações, ele se inspirou em massacre dos Estados Unidos

A Polícia Civil do Rio apreendeu, na manhã desta sexta-feira (24), um adolescente que planejava um ataque ao colégio em que estuda no Centro do Rio. Na casa dele, foram apreendidas facas – em uma delas era possível ver o símbolo da suástica.

A ação também teve a participação de agentes da Polícia Federal, da Interpol e da Secretaria Estadual de Educação.

As investigações identificaram que ele, e um outro adolescente – também apreendido – publicavam nas redes sociais frases com apologia ao nazismo. A partir daí, os agentes encontraram mensagens em que o adolescente dizia que realizaria um ataque no colégio. Em um dos banheiros era possível ver a frase: “vou matar geral”. O crime estava previsto para acontecer no dia 20 de abril – data que marca os 24 anos do massacre de Comlubine, no Estados Unidos.

A Polícia Civil do Rio apreendeu, na manhã desta sexta-feira (24), um adolescente que planejava um ataque ao colégio em que estuda no Centro do Rio. Na casa dele, foram apreendidas facas – em uma delas era possível ver o símbolo da suástica.
A ação também teve a participação de agentes da Polícia Federal, da Interpol e da Secretaria Estadual de Educação.

As investigações identificaram que ele, e um outro adolescente – também apreendido – publicavam nas redes sociais frases com apologia ao nazismo. A partir daí, os agentes encontraram mensagens em que o adolescente dizia que realizaria um ataque no colégio. Em um dos banheiros era possível ver a frase: “vou matar geral”. O crime estava previsto para acontecer no dia 20 de abril – data que marca os 24 anos do massacre de Comlubine, no Estados Unidos.

“Ele estudou muito Columbine, ele se inspira em Columbine. Em vídeos ele fala sobre isso, fala da data. Ele estudou bastante o massacre, então com certeza umas das inspirações era o massacre. Ele não tem um perfil de um criminoso comum, não é um menor adolescente que tem o perfil de praticar atos infracionais análogos a crimes comuns.",,,,31,-1.23
IESE - Instituto de Estudos Sociais e Económicos (Moçambique),IESE.MZ,267390166679737,NON_PROFIT,MZ,"O IESE é uma organização moçambicana independente e sem fins lucrativos, que realiza e promove investigação científica interdisciplinar sobre problemáticas do desenvolvimento social e económico em Moçambique e na África Austral.",2012-04-03 07:04:34,23337,24346,2023-04-18 05:28:15 BRT,2023-04-18,05:28:15,Photo,31,27,1,3,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/267390166679737/posts/6034448239973872,"#Seminário de divulgação do livro “Desafios para Moçambique 2022” na cidade da #Maxixe O Instituto de Estudos Sociais e Económicos (IESE), em parceria com a Faculdade de Letras e Ciências Sociais da Universidade Save (#FLCS-#UniSave), Extensão da Maxixe, realiza um seminário de divulgação do livro “Desafios para Moçambique 2022”, no dia 20 de Abril de 2023, das 10h30 às 13h30, na Sala Magna, Campus 1, da UniSave, cidade da Maxixe. O seminário contará com duas apresentações: uma apresentação geral do livro, por #SérgioChichava, do IESE; e outra sobre transição energética e engajamento público em Moçambique, por #CrescêncioPereira, do IESE. Haverá exposição e venda de alguns livros do IESE no local do evento. O livro #Desafios_para_Moçambique_2022 será vendido ao preço promocional de 500 meticais. Mais informações sobre as publicações do IESE podem ser encontradas em www.iese.ac.mz.:=:https://www.iese.ac.mz/ A participação no seminário é aberta ao público.",https://www.facebook.com/IESE.MZ/photos/a.296933087058778/6034445606640802/?type=3,,"SEMINÁRIO DOLIVRO «DESAFIOS PARA MOÇAMBIQUE 2022> (Maxixe) DATA: de Abril de 2023 13h30 OCAL:Fa de Letras Ciências Sociais da Universidade Save UniSav) Extensão da Maxixe SALA MAGNA, CAMPUS1 DESAFIOS PARA MOÇAMBIQUE 2022 ENTRADALIVRE PROGRAMA 10h30-11hoo Chegada registo participantes (Protocolo) 11ho0-11h05 Notas eboas vindas Prof. Doutor Mateus Chabai (Director 1h10-11h50 FLCS -UniSave) 11h05-11h10 Momento cultural (Tuna Académica da UniSave Maxixe) Livro- Sérgio Chichava (IESE) 11h50-11h55 Momento cultural (Tuna Académica da UniSave Maxixe) 11h55-12h10 nergética engajamento público em Moçambique» Orador: Crescêncio Pereira (IESE) 12h10-12h30 Debate do livro Momento 13h30 Encerramento sessão dea autógrafos cultural UniSave- -Maxixe) OIESEAGRADECEOAPOIODE: www.iese.ac.mz ORGANIZAÇÃO: IESE NSAVE",,,,,,31,1.63
BRASILEIRÃO,,341093676486386,none,,,,665376,N/A,2023-04-01 14:38:22 BRT,2023-04-01,14:38:22,Photo,31,18,8,1,2,0,1,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/groups/341093676486386/permalink/1302919610303783,trabalho bom serviço perfeito reconhecimento e os mulambus fica loucoskkkkkkkkk,https://www.facebook.com/photo.php?fbid=595360439295336&set=a.462122955952419&type=3,,"F PALMEIRS AO ENTRAR EM CAMPO ΝΑ BOLÍVIA, PALMEIRAS REGISTRARÁ NOVO RECORDE ΝΑ LIBERTADORES crefisa cefsa crefisa EVROLET Fam",Família Palmeiras,"A CONMEBOL confirmou nesta terça-feira (28) a estreia do Palmeiras na Libertadores 2023. A caminhada alviverde na maior competição de clubes do continente começará na próxima quarta-feira (05), às 21h30 (horário de Brasília), em La Paz (BOL), contra o Bolívar-BOL. Ainda no primeiro turno da fase de grupos, o Verdão recebe o Cerro Porteño-PAR e visita o Barcelona-EQU em Guayaquil (EQU).

Dono dos principais recordes da Libertadores entre os brasileiros, o Palmeiras registrará mais uma marca só de entrar em campo no Estádio Hernando Siles, na capital boliviana: será isoladamente o time do Brasil com mais participações consecutivas na história do torneio – atualmente com sete edições seguidas, divide o posto com o São Paulo, que alcançou o feito entre 2004 e 2010 e neste ano disputará a CONMEBOL Sul-Americana; o Flamengo, por sua vez, empatará com o São Paulo com sete.

No total de participações, o Verdão, já líder isolado, chegará a 23, seguido por Grêmio e São Paulo, com 21. Em número de jogos, ocupa a primeira colocação com 222 partidas, seguido por Grêmio (207), São Paulo (199), Cruzeiro (166), Flamengo (162) e Santos (153).

Único clube da história a registrar a melhor campanha da fase de grupos da Libertadores por três anos seguidos (2018, 2019 e 2020), o Palmeiras estabeleceu em 2022 a melhor campanha de todos os tempos, com 100% de aproveitamento – apenas três equipes haviam conseguido vencer os seis jogos da fase de grupos (Vasco em 2001, Santos em 2007 e Boca Juniors-ARG em 2015), mas o Verdão superou o ex-recordista Boca Juniors-ARG graças ao saldo de gols (22 a 17).

Os comandados de Abel Ferreira, aliás, também registraram o melhor ataque da história da fase de grupos da Libertadores na temporada passada, com 25 gols marcados contra 21 do River Plate-ARG de 2020. Além disso, terminaram a fase de grupos com a maior diferença de pontos da história em relação ao segundo colocado – foram dez pontos a mais que o Emelec-EQU, dono da segunda colocação com oito.

Nos últimos cinco anos, contabilizando apenas jogos da fase de grupos, o Palmeiras ostenta um retrospecto extremamente favorável de 30 jogos, 26 vitórias, dois empates e apenas duas derrotas, com 89 gols marcados e 19 sofridos.

Entre os jogadores, o lateral-direito Marcos Rocha também só precisa entrar em campo para ampliar o recorde de brasileiro com mais Libertadores seguidas disputadas em toda a história: chegará a 11 (2013 a 2017 pelo Atlético-MG e 2018 a 2023 pelo Palmeiras), atrás apenas do paraguaio Néstor Camacho, do Olimpia-PAR, que irá a 12 se atuar nesta edição.

Em participações no geral, Rocha também já é recordista, atualmente com 11, ao lado de Fábio, do Fluminense, Fábio Santos, do Corinthians, e Réver, do Atlético-MG. Os quatro podem chegar a 12 neste ano.

Jogos do Palmeiras na fase de grupos da Libertadores 2023:

05/04 – 21h30: Bolívar-BOL x Palmeiras
20/04 – 21h: Palmeiras x Cerro Porteño-PAR
03/05 – 21h30: Barcelona-EQU x Palmeiras
25/05 – 21h: Cerro Porteño-PAR x Palmeiras
07/06 – 21h30: Palmeiras x Barcelona-EQU
29/06 – 21h: Palmeiras x Bolívar-BOL

Retrospecto contra os rivais na fase de grupos da Libertadores 2023:

– Bolívar-BOL: 4 jogos, 3 vitórias, 1 derrota, 10 gols marcados e 2 gols sofridos

Últimos encontros: 2020, vitória por 2 a 1 fora de casa e por 5 a 0 em casa – fase de grupos

– Cerro Porteño-PAR: 12 jogos, 6 vitórias, 4 empates, 2 derrotas, 25 gols marcados e 10 gols sofridos

Últimos encontros: 2022, vitória por 3 a 0 fora de casa e por 5 a 0 em casa – classificado para as quartas de final

-Barcelona-EQU: 2 jogos, 1 vitória, 1 derrota, 1 gol marcado e 1 gol sofrido

Últimos encontros: 2017, derrota fora de casa por 1 a 0 e vitória em casa por 1 a 0 – eliminado nas oitavas de final nos pênaltis

Recordes palmeirenses na história da Libertadores:

– Mais títulos entre os brasileiros: 3 (1999, 2020 e 2021), ao lado de Flamengo, Grêmio, São Paulo e Santos

– Mais finais entre os brasileiros: 6 (1961, 1968, 1999, 2000, 2020 e 2021), ao lado do São Paulo

– Mais semifinais entre os brasileiros: 10 (1961, 1968, 1971, 1999, 2000, 2001, 2018, 2020, 2021 e 2022), ao lado de Grêmio e São Paulo.

– Mais participações entre os brasileiros: 22

– Mais participações consecutivas entre os brasileiros: 7, ao lado do São Paulo

– Mais jogos entre os brasileiros: 222

– Mais vitórias entre os brasileiros: 125

– Mais vitórias como mandante entre os brasileiros: 75

– Mais vitórias como visitante entre os brasileiros: 48

– Mais gols entre os brasileiros: 429

– Mais gols como mandante entre os brasileiros: 253

– Mais gols como visitante entre os brasileiros: 173

– Maior série invicta entre todos os clubes: 18 jogos (entre 2021 e 2022), ao lado do Atlético-MG

– Maior série invicta como mandante entre todos os clubes: 34 jogos (entre 1979 e 2005)

– Maior série invicta como visitante entre todos os clubes: 20 jogos (entre 2019 e 2022), além de duas vitórias em campo neutro.

– Mais vitórias consecutivas entre (truncated)",,,,31,-2.77
Folha da Região,folhadaregiaomg,100063795843022,TOPIC_NEWSPAPER,BR,"Jornal diário fundado em maio de 2014, que circula nos municípios do Pontal do Triângulo Mineiro ",2019-01-31 10:53:00,3448,4231,2023-04-12 15:16:13 BRT,2023-04-12,15:16:13,Photo,31,17,8,1,0,0,0,0,5,0,,-,0,0,0,N/A,https://www.facebook.com/100063795843022/posts/655814383221751,"Adolescentes envolvidos em ameaça de massacre em escola de Ituiutaba são identificados Um trabalho de grande efetividade e muito profissionalismo, desenvolvido pela Polícia Civil em Ituiutaba, sob o comando dos delegados Luiz Minas e Carlos Fernandes, levou a cabo e com desdobramento rápido e efetivo, ao caso de ameaça de ataque na Escola Estadual Governador Bias Fortes. Ocorrência esta que foi registrada na manhã de quarta-feira (12). Trabalho este que chegou ao fim com a identificação e condução de dois adolescentes até a Delegacia da Polícia Civil, onde ambos foram ouvidos. Os suspeitos apreendidos estão envolvidos na criação de pelos menos dois perfis no Instagram, com ameaças à referida escola que fica localizada no Bairro Junqueira. Nos perfis os jovens agendavam o suposto massacre para o dia (20) de abril, além de compartilhar uma foto da diretora e da vice como possíveis alvos da ação. Mesmo havendo uma discrepância quanto à suposta data e sua alteração, para o dia 21 de abril, o que começava a tornar dúbia a informação das ameaças, aja vista que o dia 21 de abril, não haverá aulas, devido às comemorações do dia 21 de abril, data alusiva ao Dia de Tiradentes. Apesar de que mesmo estes alunos não terem o efetivo conhecimento de fato ocorrido, no dia 20 de abril de 1999, que é uma data sempre lembrada devido ser o dia do Massacre de Columbine, que ocorreu exatamente no dia 20 de abril de 1999, na Columbine High School, em Columbine, uma área não incorporada de Jefferson County, no Colorado, Estados Unidos. As ameaças infelizmente levam as pessoas de boa memória lembrar desta fatídica situação. Além do tiroteio, o ataque complexo e altamente planejado envolveu o uso de bombas para afastar os bombeiros, tanques de propano convertidos em bombas colocados na lanchonete, 99 dispositivos explosivos, e carros-bomba. Os autores do crime, os alunos seniores Eric Harris e Dylan Klebold, mataram 12 alunos e um professor. Eles também feriram outras 21 pessoas, e mais outras três ficaram feridas enquanto tentavam fugir da escola. Depois de trocarem tiros com policiais respondentes, a dupla cometeu suicídio na biblioteca da escola. Já aqui em Ituiutaba, conforme informações, apresentadas à Polícia Civil, os rapazes “adolescentes’ alegaram ter agido somente para causar pânico nos alunos e servidores da instituição.",https://www.facebook.com/photo.php?fbid=655814323221757&set=a.482538827215975&type=3,,,,,,,,31,-1.42
TVTEC Jundiaí,tvtecjundiai,111199172316944,SCHOOL,BR,"Bem-vindo a página da TVTEC Jundiaí. Somos A TV QUE VIROU ESCOLA e que traz pra você muita informação sobre Jundiaí e cursos gratuitos. FTVEC é Prefeitura de Jundiaí. 

",2011-08-31 19:02:46,113158,173156,2023-04-16 12:00:03 BRT,2023-04-16,12:00:03,Link,31,26,0,4,0,0,0,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/111199172316944/posts/5500858916684249,"#MaisLidosDaSemana EXPERIÊNCIA ÚNICA 🎬📝 Até o dia 20 de abril, 448 alunos dos 6º e 7º ano do Sesi 409, em Jundiaí, participam de uma dinâmica imersiva sobre linguagem jornalística e produção de vídeo na sede da Fundação Escola TVTEC Jundiaí.",https://tvtecjundiai.com.br/news/2023/04/12/tvtec-recebe-450-alunos-do-sesi-409-para-curso-de-linguagem-e-video/,,,TVTEC recebe 450 alunos do Sesi 409 para curso de linguagem e vídeo,O encontro acontece sempre às quartas e quintas-feiras com alunos de 11 a 13 anos.,,,,31,-2.06
Prefeitura de Caçapava,prefeituradecacapava,100064864893100,GOVERNMENT_ORGANIZATION,BR,"Página oficial da Prefeitura Municipal de Caçapava, SP. ",2017-01-21 21:52:29,36602,38362,2023-04-14 17:00:02 BRT,2023-04-14,17:00:02,Photo,31,23,0,8,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100064864893100/posts/612934597545365,"💉 VACINAÇÃO CONTRA INFLUENZA 2023 17 A 20 DE ABRIL 👉PÚBLICOS: - Crianças de 6 meses a 5 anos, 11 meses e 29 dias; - Gestantes (em qualquer idade gestacional); - Puérperas (até 45 dias, necessário certidão de nascimento do bebê ou documento do hospital onde ocorreu o parto); - Povos indígenas, ribeirinhos e quilombolas; - Trabalhadores da saúde (com documento que comprove vínculo na profissão); - Idosos com 60 anos ou mais de idade; - Professores das escolas públicas e privadas (com documento que comprove vínculo na profissão); - Pessoas portadoras de doenças crônicas não transmissíveis e outras condições clínicas especiais; - Pessoas portadoras de deficiência permanente; - Profissionais das forças de segurança e salvamento e das forças armadas (com documento que comprove vínculo na profissão); - Caminhoneiros (com documento que comprove vínculo na profissão); - Trabalhadores de transporte coletivo rodoviário de passageiros urbanos e de longo curso (com documento que comprove vínculo na profissão); - Trabalhadores portuários (com documento que comprove vínculo na profissão); - Funcionários do sistema prisional (com documento que comprove vínculo na profissão); - Adolescentes e jovens de 12 a 21 anos de idade cumprindo medidas socioeducativas; - População privada de liberdade. ℹ No caso dos profissionais de saúde, podem se vacinar todos aqueles que atuam em espaços e estabelecimentos de assistência e vigilância à saúde, sejam eles hospitais, clínicas, ambulatórios, laboratórios e outros locais. Compreende tanto os profissionais da saúde (ex. médicos, enfermeiros, nutricionistas, fisioterapeutas, terapeutas ocupacionais, biólogos, biomédicos, farmacêuticos, odontólogos, fonoaudiólogos, psicólogos, assistentes sociais, profissionais da educação física, médicos veterinários e seus respectivos técnicos e auxiliares), quanto os trabalhadores de apoio (ex. recepcionistas, seguranças, trabalhadores da limpeza, cozinheiros e auxiliares, motoristas de ambulâncias e outros), ou seja, todos aqueles que trabalham nos serviços de saúde. Inclui-se ainda aqueles profissionais que atuam em cuidados domiciliares (ex. cuidadores de idosos, doulas/parteiras), bem como funcionários do sistema funerário que tenham contato com cadáveres potencialmente contaminados. A vacina também será ofertada para acadêmicos em saúde e estudantes da área técnica em saúde em estágio hospitalar, atenção básica, clínicas e laboratórios. ❗️ Saiba mais no site: https://www.cacapava.sp.gov.br/vacinacao-covid/continua-a-campanha-contra-a-influenza-2023 #caçapava #cacapava #cpv #influenza #vacinaçãoinfluenza",https://www.facebook.com/photo.php?fbid=612934547545370&set=a.353005343538293&type=3,,,Photos from Prefeitura de Caçapava's post,,,,,31,-2.9
Paranhos,paranhosoficialpr,100044164099529,PERSON,BR,"Com muito trabalho, eficiência e transparência, vamos construir juntos uma Cascavel melhor.",2012-07-11 12:35:25,130378,162174,2023-04-18 11:41:34 BRT,2023-04-18,11:41:34,Photo,31,22,2,4,3,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100044164099529/posts/782726596542803,"📌Dia 20 de abril temos um grande compromisso: visitar as nossas escolas e Cmeis. A Polícia Militar, Guarda Municipal e Guarda Civil Patrimonial estarão na entrada e no interior das escolas. Cada escola e Cmei vai determinar o protocolo de identificação e entrada dos pais e responsáveis com os alunos de acordo com cada estrutura, número de alunos e equipe pedagógica. ⚠️Importante ressaltar que as forças de segurança em que confiamos reforçam a importância desta ação de proteção, integração e valorização da Escola Segura. Assim, ajudamos a impor uma mensagem de que aqui, em Cascavel, os espaços são ocupados pelas pessoas de bem e esta união se sobrepõe grandemente à ação maliciosa de poucos indivíduos.",https://www.facebook.com/photo.php?fbid=782726563209473&set=a.287326299416171&type=3,,,Photos from Paranhos's post,,,,,31,-2.94
"Zumbi dos Palmares 1, 2 e 3",melhordazonaleste,100064858834154,COMMUNITY,BR,Página independente com fins de ajudar a comunidade.,2015-03-24 01:00:27,23203,26634,2023-04-17 22:04:43 BRT,2023-04-17,22:04:43,Native Video,30,0,0,24,6,0,0,0,0,0,owned,Yes,76,80,0,00:00:45,https://www.facebook.com/100064858834154/posts/624608123044477,"⚠️ 20/04/2023 - DIA DA PAZ 😍⚠️ #compartilhe essa campanha em nome da Paz. Vamos levar amor, respeito, doces e flores para escola 😍",https://www.facebook.com/melhordazonaleste/videos/1151404352202358/,,,,,,,,30,-5.33
📚💡OLX TRÊS LAGOAS MS💡📚,,1803582783244676,none,,,,61193,N/A,2023-04-10 16:21:22 BRT,2023-04-10,16:21:22,Photo,30,21,1,7,1,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/1803582783244676/permalink/3446779878924950,"O Ministério da Justiça e Segurança Pública, em parceria com a SaferNet Brasil, criou um canal exclusivo para recebimento de informações de casos suspeitos de ataques a instituições de ensino tendo o formulário para recebimento das denúncias já está disponível no endereço www.mj.gov.br/escolasegura, onde os conteúdos e dados enviados serão mantidos sob sigilo.",https://www.facebook.com/photo.php?fbid=178751588378395&set=a.110938645159690&type=3,,‎'‎LA ESTADUA 2°BPM 2° BPM Polícia ۔ Militar‎'‎,24 Horas News MS,"#ATENÇÃO🚨🚨🚨
POLÍCIA MILITAR EM TRÊS LAGOAS TRANSMITE ORIENTAÇÕES SOBRE SUPOSTOS ATAQUES EM ESCOLAS 

O 2º Batalhão de Polícia Militar através do setor de Inteligência vem monitorando perfis falsos em diversas redes sociais, que veiculam imagens de uma página no Instagram, em que se anuncia um suposto ataque às escolas em Três Lagoas/MS no dia 20 de abril, com a finalidade de identificar os autores das ameaças, inclusive daqueles que ajudam a divulgar tais ataques, além disso o perfil do anúncio já foi excluído das redes.

Os funcionários das escolas recebem orientações com a presença da Polícia Militar nas escolas onde desde o início do ano letivo houve o reforço do policiamento nas escolas por meio do Policiamento Escolar, com intensificação nas ações, onde pessoas em atitude de suspeição no entorno de instituições de ensino estão sendo abordadas, procedendo a busca pessoal, para verificar se estão portando qualquer tipo de instrumento ilícito, e consulta nos sistemas policiais onde é verificado sua periculosidade bem como se tem alguma pendência com a justiça. 

Os pais devem manter a rotina dos filhos e fazer denúncias fundadas, sempre que algo suspeito for identificado, por meio do telefone 190 ou pelo WhatsApp 67 39199700.

O Ministério da Justiça e Segurança Pública, em parceria com a SaferNet Brasil, criou um canal exclusivo para recebimento de informações de casos suspeitos de ataques a instituições de ensino tendo o formulário para recebimento das denúncias já está disponível no endereço www.mj.gov.br/escolasegura, onde os conteúdos e dados enviados serão mantidos sob sigilo.

A plataforma criada permite que as denúncias sejam investigadas de forma mais rápida e eficiente, os dados serão analisados pela equipe do Laboratório de Operações Cibernéticas (Ciberlab), da Diretoria de Operações Integradas e Inteligência (Diopi), que tem atuado fortemente no assessoramento de investigações sobre crimes virtuais no Brasil.

Denuncie!  O cidadão pode colaborar com a Polícia Militar de Três Lagoas, em caso de EMERGÊNCIA ligue para o 190 (gratuito), 3919-9737 ou 3919-3738. 

Denúncias use o aplicativo WhatsApp 3919-9700. Não precisa se identificar!

#24horasnewsms #treslagoas #orientação #investigação #policiamilitar #notíciasms",,,,30,1
Agência Primaz de Comunicação,agenciaprimaz,100063490935039,NEWS_SITE,BR,"Notícias de Mariana, Ouro Preto e Itabirito",2019-02-26 22:28:52,2247,2588,2023-04-06 07:00:02 BRT,2023-04-06,07:00:02,Photo,30,0,0,30,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/100063490935039/posts/694733922652966,"Painel de Notícias Edição 544 - 06/04/2023 📌 Mariana institui selo ""Pet Friendly"" 📌 Prefeitura de Itabirito e Governo de Minas estudam medidas na área de segurança pública 📌 Vagas de estágio na Secretaria de Desenvolvimento Social de Ouro Preto 📌 Cerimônia do Lava Pés na Catedral de Mariana 📌 Proibição de estacionamento em ruas de Ouro Preto 📌 Inscrições para certificação ocupacional para diretores e vice-diretores de escolas municipais de Mariana 📌 Inscrições para conselheiros tutelares de Itabirito terminam em 20 de abril 📌 *Descendimento da Cruz, em Ouro Preto, acontece nessa sexta-feira (07), no adro da Igreja de São * Acesse: https://www.agenciaprimaz.com.br/2023/04/06/edicao-544-painel-de-noticias/ --------- A Agência Primaz agora tem um canal direto com você. Envie críticas, comentários ou sugestões para o WhatsApp (31) 99381-5580. AGÊNCIA PRIMAZ - ANO 4",https://www.facebook.com/photo.php?fbid=694733902652968&set=a.675196551273370&type=3,,,,,,,,30,-1.53
Amigos de Ourém e seu Concelho,,419839132514830,none,,,,24380,N/A,2023-04-09 16:00:04 BRT,2023-04-09,16:00:04,Photo,30,22,2,3,3,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/419839132514830/permalink/990705978761473,# [Associação Uma Escola na Floresta - Ourém](https://www.facebook.com/associacaoescolafloresta?__cft__[0]=AZV4KaKIHR1JFBO1lwlBv3PcQlIyPqZ3kY5Qe-7ewZKTvczC48_Lc_6l6aHIlVpMZz0xidwnFuineNiE-OYiJurEPJdnjyK5GUpPskxvbUfRU5EkhcqYNiZjUHOCaMBkaLaax4c0TrqNYUEkS_ueH1Sp5VscWUwQ3rD9HgPj9wOoqL8ALEL1JbQYjB0QX8N31W0&__tn__=-UC*F) > Gostaria de inscrever o seu filho na escola da floresta? Gostaria de conhecer o nosso funcionamento e abordagem pedagógica ? Nos dias 20 de Abril e 9 de Maio vamos abrir as portas deste projeto único que se foca no desenvolvimento integral da criança e no seu contacto com a natureza. Estaremos abertos entre as 17h e as 19 h30 para vos dar a conhecer o nosso projeto. Visitas sujeitas a inscrição através do email escolaflorestaourem@gmail.com ou whatsapp [912 234 089](https://l.facebook.com/l.php?u=https%3A%2F%2Fapi.whatsapp.com%2Fsend%3Fphone%3D351912234089%26text%3DLiga%25C3%25A7%25C3%25A3o%253A%250Ahttps%253A%252F%252Ffb.me%252F4wUCeCEsD%250A%250AVi%2520isto%2520no%2520Facebook...%26app%3Dfacebook%26fbclid%3DIwAR1LZWoQDj_iK9f0wQMgzUMQwPsPjXfFTmArV2DHoKTqMGvGTKP_ASCWV5A&h=AT2mJJF5nw8FKRb0DGZQophGr4gsmbOzmpF3Asgj1-3feShyTV-8Bn2RpeFG6mRRpoXhXIR8dEM_a8Vhd_Ds3sxG170LKj2g4z23xHbc8-gYdEYZwIoFRgaDhv2TQSmjk0p_Z4_vxVL4u610uFc&__tn__=-UK*F&c[0]=AT3tKiOeG2J_dbfhFzbfRiJDOvkMEBNt-a16Kx1xn6KHa11CAAOY4DqYR4Mx2wT3iB5HItq_qdwHMOaNqxapUTQpaQyJ8mamJ8V3Y1FRfpCQMUBo-gfT42N1Uzy_zguMu25CMjGqtnL6b7cFUS62N8D7jys4hVyns_QhQMqe_ahIWL7VDGjtC8-o_xiw9K-yGptkI6knTw),https://www.facebook.com/photo.php?fbid=10227098567203182&set=gm.990705978761473&type=3,,,,,,,,30,-4.07
Jornal Tribuna Livre,Tribunalivr,138765296271140,TELECOM,BR,"www.jornaltribunalivre.com

",2012-11-16 12:49:37,13910,23081,2023-04-10 19:12:45 BRT,2023-04-10,19:12:45,Link,30,14,2,12,0,0,0,2,0,0,,-,0,0,0,N/A,https://www.facebook.com/138765296271140/posts/2529244847223161,"Os pais devem manter a rotina dos filhos e fazer denúncias fundadas, sempre que algo suspeito for identificado, por meio do telefone 190 ou pelo WhatsApp 67 39199700.",https://jornaltribunalivre.com/policia-militar-em-tres-lagoas-transmite-orientacoes-sobre-supostos-ataques-em-escolas/,,,Polícia Militar em Três Lagoas transmite orientações sobre supostos ataques em Escolas - Jornal Tribuna Livre,"O 2º Batalhão de Polícia Militar através do setor de Inteligência vem monitorando perfis falsos em diversas redes sociais, que veiculam imagens de uma página no Instagram, em que se anuncia um suposto ataque às escolas em Três Lagoas/MS no dia 20 de abril, com a finalidade de identificar os ...",,,,30,1.03
